,distance,consume,speed,temp_inside,temp_outside,gas_type,refill liters,refill gas,AC,rain,snow,sun,distance_miles,consumed_per_100m,MPG,consumption_rate
222,12.3,5.2,55,22.5,10,SP98,,,0,0,0,0,7.6428633,1.3736944000000002,5.563728948738525,42.27642276422764
223,24.8,4.0,56,22.5,11,SP98,,,0,0,0,0,15.4100008,1.056688,14.583302545311387,16.129032258064516
224,12.9,5.1,34,22.5,8,SP98,,,0,1,0,0,8.015685900000001,1.3472772,5.949544681673528,39.53488372093023
225,11.8,4.5,39,22.5,3,SP98,,,0,0,0,0,7.3321778,1.188774,6.167848388339584,38.13559322033898
226,31.4,4.6,62,22.5,11,SP98,,,0,0,0,0,19.5110494,1.2151912,16.055950207671025,14.64968152866242
227,19.0,5.1,53,22.5,4,SP98,,,0,1,0,0,11.806049,1.3472772,8.762895267581163,26.842105263157894
228,13.0,5.7,38,22.5,3,SP98,,,1,1,0,0,8.077823,1.5057804000000001,5.364542532231127,43.84615384615385
229,11.8,4.8,42,22.5,2,SP98,,,0,0,0,0,7.3321778,1.2680256,5.782357864068359,40.67796610169491
230,13.0,6.2,32,22.5,4,SP98,,,0,0,0,0,8.077823,1.6378664,4.9319181344705525,47.69230769230769
231,11.8,5.0,43,22.5,1,SP98,,,0,0,0,0,7.3321778,1.3208600000000001,5.551063549505625,42.3728813559322
232,27.1,5.0,69,22.5,8,SP98,,,0,0,0,0,16.839154100000002,1.3208600000000001,12.748628999288343,18.45018450184502
233,5.2,4.6,38,22.5,8,SP98,,,0,0,0,0,3.2311292000000003,1.2151912,2.6589471681493415,88.46153846153845
234,19.0,4.5,29,22.5,10,E10,39.0,E10,0,0,0,0,11.806049,1.188774,9.93128130325865,23.684210526315788
235,12.4,4.8,38,22.5,1,E10,,,0,0,0,0,7.7050004,1.2680256,6.076376060546411,38.70967741935484
236,25.2,5.0,55,22.5,9,E10,,,0,0,0,0,15.6585492,1.3208600000000001,11.854813681995061,19.841269841269842
237,14.3,4.8,36,22.5,10,E10,,,0,0,0,0,8.8856053,1.2680256,7.0074336827269095,33.56643356643356
238,11.8,4.6,40,22.5,2,E10,,,0,0,0,0,7.3321778,1.2151912,6.033764727723506,38.983050847457626
239,16.9,4.5,48,22.5,9,E10,,,0,0,0,1,10.501169899999999,1.188774,8.83361336974059,26.627218934911244
240,12.4,4.6,55,22.5,11,E10,,,0,0,0,1,7.7050004,1.2151912,6.34056632404843,37.096774193548384
241,17.4,4.4,36,22.5,12,E10,,,0,0,0,1,10.811855399999999,1.1623568000000002,9.301666579487467,25.287356321839084
242,9.2,5.7,33,22.5,8,E10,,,0,1,0,0,5.716613199999999,1.5057804000000001,3.796445484348182,61.956521739130444
243,12.3,5.8,54,22.5,10,E10,,,0,1,0,0,7.6428633,1.5321976000000002,4.988170781627644,47.15447154471544
244,13.0,5.9,32,22.5,10,E10,,,0,0,0,0,8.077823,1.5586148000000002,5.182693632833462,45.38461538461539
245,11.8,6.1,16,22.5,6,E10,,,0,1,0,0,7.3321778,1.6114492,4.550052089758709,51.69491525423729
246,13.0,5.7,37,22.5,11,E10,,,0,1,0,0,8.077823,1.5057804000000001,5.364542532231127,43.84615384615385
247,12.3,5.0,42,22.5,10,E10,,,0,0,0,0,7.6428633,1.3208600000000001,5.786278106688067,40.65040650406504
248,12.3,5.2,57,22.5,15,E10,,,0,0,0,1,7.6428633,1.3736944000000002,5.563728948738525,42.27642276422764
249,12.5,4.3,57,22.5,16,E10,,,0,0,0,1,7.7671375000000005,1.1359396,6.837632476233773,34.4
250,31.5,4.1,30,22.5,16,E10,,,0,0,0,1,19.5731865,1.0831051999999999,18.071362320114428,13.015873015873014
251,11.8,4.4,42,22.5,8,E10,,,0,0,0,0,7.3321778,1.1623568000000002,6.308026760801845,37.28813559322034
252,24.9,4.5,53,22.5,14,E10,,,0,0,0,0,15.4721379,1.188774,13.015205497428443,18.072289156626507
253,17.0,3.9,46,22.5,14,E10,,,0,0,0,1,10.563307,1.0302708,10.252942236157716,22.941176470588236
254,2.0,8.1,20,22.5,14,E10,,,0,0,0,0,1.242742,2.1397932,0.5807766844010906,405.0
255,11.8,4.4,33,22.5,8,E10,,,0,0,0,0,7.3321778,1.1623568000000002,6.308026760801845,37.28813559322034
256,7.4,5.0,31,22.5,12,E10,,,0,0,0,0,4.5981454,1.3208600000000001,3.481175446300137,67.56756756756756
257,12.4,4.7,55,22.5,14,E10,,,0,0,0,1,7.7050004,1.2416084,6.205660657579314,37.903225806451616
258,2.0,6.0,22,22.5,14,E10,,,0,0,0,0,1.242742,1.585032,0.7840485239414725,300.0
259,14.0,5.0,41,22.5,8,E10,,,0,0,0,0,8.699194,1.3208600000000001,6.586007601108368,35.714285714285715
260,25.7,5.0,45,22.5,7,E10,,,0,0,0,0,15.9692347,1.3208600000000001,12.090028239177505,19.45525291828794
261,24.5,3.9,50,,15,E10,,,0,0,0,1,15.223589500000001,1.0302708,14.776299105050828,15.918367346938775
262,11.8,4.5,28,22.5,12,E10,,,0,0,0,0,7.3321778,1.188774,6.167848388339584,38.13559322033898
263,4.1,5.4,24,22.5,13,E10,,,0,0,0,0,2.5476210999999997,1.4265288000000003,1.7858883045333536,131.70731707317077
264,4.2,5.6,29,22.0,17,E10,,,0,0,0,0,2.6097582,1.4793632,1.764109178868313,133.33333333333331
265,4.2,3.9,29,22.0,18,E10,,,0,0,0,1,2.6097582,1.0302708,2.533079846580142,92.85714285714285
266,16.0,4.0,40,22.0,10,E10,,,0,0,0,0,9.941936,1.056688,9.40858228729767,25.0
267,22.9,4.0,29,,21,E10,,,0,0,0,0,14.2293959,1.056688,13.466033398694789,17.467248908296945
268,16.0,3.8,42,,8,E10,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
269,15.4,4.5,50,22.0,14,E10,,,0,0,0,0,9.5691134,1.188774,8.049564845799118,29.22077922077922
270,16.0,3.8,41,22.0,12,E10,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
271,4.2,5.6,32,22.0,18,E10,,,0,0,0,0,2.6097582,1.4793632,1.764109178868313,133.33333333333331
272,101.9,5.2,75,22.0,18,E10,,,0,0,0,0,63.3177049,1.3736944000000002,46.09300649402079,5.103042198233562
273,93.9,4.8,88,23.0,18,E10,,,1,0,0,1,58.3467369,1.2680256,46.01384774881517,5.111821086261981
274,25.7,4.9,50,22.0,10,SP98,41.0,SP98,0,1,0,0,15.9692347,1.2944428000000001,12.3367635093648,19.066147859922182
275,16.0,4.1,40,22.0,10,SP98,,,0,0,0,0,9.941936,1.0831051999999999,9.179104670534313,25.624999999999996
276,16.1,4.5,32,22.0,19,SP98,,,0,0,0,0,10.004073100000001,1.188774,8.415454156971805,27.95031055900621
277,16.0,4.4,40,22.0,7,SP98,,,1,1,0,0,9.941936,1.1623568000000002,8.553256624816061,27.500000000000004
278,16.0,4.5,41,22.0,11,SP98,,,0,0,0,0,9.941936,1.188774,8.363184255375707,28.125
279,24.7,4.5,26,22.0,10,SP98,,,0,0,0,0,15.3478637,1.188774,12.910665694236247,18.218623481781375
280,16.0,3.9,42,22.0,8,SP98,,,0,0,0,0,9.941936,1.0302708,9.64982798697197,24.375
281,15.4,4.6,43,22.0,16,SP98,,,0,0,0,0,9.5691134,1.2151912,7.87457430567305,29.87012987012987
282,16.0,3.8,40,22.0,8,SP98,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
283,32.1,4.5,50,22.0,16,SP98,,,0,0,0,0,19.9460091,1.188774,16.77863841234751,14.018691588785046
284,25.9,4.4,40,22.0,14,SP98,,,0,0,0,0,16.0935089,1.1623568000000002,13.845584161421,16.98841698841699
285,48.6,4.3,44,22.0,12,SP98,,,0,0,0,0,30.1986306,1.1359396,26.584715067596907,8.847736625514404
286,37.2,4.0,45,22.0,20,SP98,,,0,0,0,1,23.115001200000002,1.056688,21.874953817967082,10.75268817204301
287,28.8,3.9,35,22.0,15,SP98,,,0,0,0,1,17.895484800000002,1.0302708,17.369690376549546,13.541666666666666
288,6.7,5.0,30,22.0,17,SP98,,,0,0,0,0,4.1631857000000005,1.3208600000000001,3.1518750662447195,74.62686567164178
289,7.4,4.1,25,22.0,18,SP98,,,0,0,0,1,4.5981454,1.0831051999999999,4.24533591012212,55.405405405405396
290,17.3,4.1,22,22.0,25,SP98,,,0,0,0,1,10.749718300000001,1.0831051999999999,9.924906925015227,23.699421965317917
291,6.6,5.6,43,22.0,16,SP98,,,0,0,0,0,4.1010485999999995,1.4793632,2.772171566793063,84.84848484848484
292,14.3,4.1,26,22.0,20,SP98,,,0,0,0,0,8.8856053,1.0831051999999999,8.203824799290041,28.671328671328666
293,13.3,4.6,33,22.0,18,SP98,,,0,0,0,0,8.2642343,1.2151912,6.800768718535815,34.58646616541353
294,8.3,4.9,26,22.0,23,SP98,,,0,0,0,0,5.1573793000000006,1.2944428000000001,3.9842465808454417,59.036144578313255
295,12.7,4.5,39,22.0,27,SP98,,,0,0,0,1,7.8914117,1.188774,6.638277502704467,35.43307086614173
296,16.5,4.1,47,22.0,14,SP98,,,0,0,0,0,10.2526215,1.0831051999999999,9.46595169148851,24.848484848484848
297,20.6,4.1,38,22.0,21,SP98,,,0,0,0,0,12.8002426,1.0831051999999999,11.818097263312929,19.90291262135922
298,16.3,4.5,58,22.0,16,SP98,,,0,0,0,0,10.1283473,1.188774,8.519993960164001,27.60736196319018
299,18.7,4.2,65,25.0,18,SP98,,,1,0,0,1,11.6196377,1.1095224000000001,10.472648141218238,22.459893048128343
300,36.5,3.9,54,23.0,18,SP98,,,0,0,0,1,22.6800415,1.0302708,22.013670095279803,10.684931506849313
301,19.0,5.0,35,22.0,15,SP98,,,1,0,0,1,11.806049,1.3208600000000001,8.938153172932784,26.31578947368421
302,16.6,4.4,46,22.0,5,SP98,,,1,0,0,0,10.314758600000001,1.1623568000000002,8.874003748246665,26.506024096385545
303,29.9,4.5,32,22.0,18,SP98,,,1,0,0,0,18.5789929,1.188774,15.628700577233351,15.050167224080269
304,16.0,3.8,42,22.0,11,SP98,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
305,21.1,5.1,33,22.0,10,SP98,,,0,1,0,0,13.1109281,1.3472772,9.731425797155923,24.170616113744074
306,16.0,3.9,40,22.0,10,SP98,,,0,0,0,0,9.941936,1.0302708,9.64982798697197,24.375
307,11.9,5.3,34,22.0,13,SP98,,,0,0,0,0,7.3943149,1.4001116,5.281232510322749,44.53781512605042
308,10.1,4.2,35,22.0,16,SP98,,,0,0,0,0,6.2758471,1.1095224000000001,5.656350065577765,41.584158415841586
309,31.9,4.3,33,22.0,16,SP98,,,0,0,0,0,19.8217349,1.1359396,17.449638079348585,13.479623824451412
310,18.7,4.0,60,22.0,13,SP98,,,0,0,0,0,11.6196377,1.056688,10.99628054827915,21.390374331550802
311,10.8,4.7,48,22.0,17,SP98,,,0,0,0,1,6.7108068,1.2416084,5.404930250149725,43.51851851851852
312,19.8,4.0,56,22.0,17,SP98,,,0,0,0,1,12.303145800000001,1.056688,11.643120580530866,20.2020202020202
313,11.3,4.3,38,22.0,17,SP98,37.0,SP98,0,0,0,0,7.0214923,1.1359396,6.18121975851533,38.05309734513274
314,11.5,5.3,53,22.0,15,SP98,,,0,0,0,0,7.1457665,1.4001116,5.103712089807698,46.08695652173913
315,21.4,5.2,51,22.0,13,SP98,,,0,0,0,0,13.297339399999998,1.3736944000000002,9.679983699431254,24.29906542056075
316,32.0,4.9,53,22.0,15,SP98,,,0,0,0,0,19.883872,1.2944428000000001,15.360950673139051,15.312500000000002
317,41.9,4.7,53,22.0,14,SP98,,,0,0,0,0,26.035444899999998,1.2416084,20.969127544562358,11.217183770883056
318,211.0,4.6,80,22.0,20,SP98,,,0,0,0,0,131.109281,1.2151912,107.89189470759828,2.1800947867298577
319,216.1,5.3,90,22.0,21,SP98,,,0,0,0,1,134.2782731,1.4001116,95.90540718325597,2.4525682554372974
320,25.5,3.6,27,22.0,27,SP98,,,0,0,0,1,15.844960500000001,0.9510192000000001,16.66103113375629,14.117647058823529
321,16.6,4.2,52,22.0,15,SP98,,,0,1,0,0,10.314758600000001,1.1095224000000001,9.29657535530603,25.301204819277107
322,25.9,4.1,43,22.0,24,SP98,,,0,0,0,0,16.0935089,1.0831051999999999,14.85867568542742,15.83011583011583
323,16.5,4.0,48,22.0,15,SP98,,,0,0,0,0,10.2526215,1.056688,9.702600483775722,24.242424242424242
324,22.1,3.9,29,22.0,26,SP98,,,0,0,0,0,13.7322991,1.0302708,13.328824907005032,17.64705882352941
325,16.6,3.7,49,22.0,17,E10,37.7,E10,0,0,0,0,10.314758600000001,0.9774364000000001,10.552869322239278,22.289156626506024
326,15.4,4.5,43,22.0,24,E10,,,0,0,0,0,9.5691134,1.188774,8.049564845799118,29.22077922077922
327,16.5,3.9,43,22.0,17,E10,,,0,0,0,0,10.2526215,1.0302708,9.951385111564843,23.636363636363637
328,15.4,5.1,21,22.0,24,E10,,,0,0,0,0,9.5691134,1.3472772,7.102557216881575,33.11688311688311
329,18.4,4.2,59,22.0,24,E10,,,0,0,0,0,11.433226399999999,1.1095224000000001,10.30463774323078,22.826086956521742
330,39.5,4.2,58,22.0,25,E10,,,0,0,0,0,24.5441545,1.1095224000000001,22.121369068348685,10.632911392405063
331,21.5,4.8,47,25.0,27,E10,,,1,0,0,1,13.3594765,1.2680256,10.535652040463535,22.325581395348838
332,4.8,4.7,26,25.0,18,E10,,,0,0,0,0,2.9825808,1.2416084,2.4021912222887667,97.91666666666667
333,100.9,4.7,87,23.5,22,E10,,,0,0,0,0,62.696333900000006,1.2416084,50.496061318528454,4.658077304261645
334,129.7,4.6,58,24.0,21,E10,,,1,0,0,0,80.59181869999999,1.2151912,66.32027840557106,3.5466461063993835
335,16.6,3.8,43,21.5,16,E10,,,0,0,0,0,10.314758600000001,1.0038536,10.27516223481193,22.891566265060238
336,15.4,4.2,50,21.5,21,E10,,,0,0,0,0,9.5691134,1.1095224000000001,8.624533763356197,27.27272727272727
337,16.0,3.7,45,22.0,17,E10,,,0,0,0,0,9.941936,0.9774364000000001,10.171440310592075,23.125
338,16.0,4.2,41,22.0,15,E10,,,0,0,0,0,9.941936,1.1095224000000001,8.960554559331113,26.25
339,15.4,4.1,45,22.0,24,E10,,,0,0,0,0,9.5691134,1.0831051999999999,8.834888245389276,26.623376623376622
340,16.0,4.0,43,22.0,16,E10,,,0,0,0,0,9.941936,1.056688,9.40858228729767,25.0
341,21.0,3.8,37,22.0,21,E10,,,0,0,0,0,13.048791,1.0038536,12.998699212713886,18.095238095238095
342,15.4,3.8,47,22.0,24,E10,,,0,0,0,0,9.5691134,1.0038536,9.53237942265685,24.675324675324674
343,16.0,3.8,42,22.0,17,E10,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
344,16.1,5.1,30,25.0,16,E10,,,1,1,0,0,10.004073100000001,1.3472772,7.425400726739829,31.677018633540367
345,16.0,4.0,42,22.0,15,E10,,,0,0,0,0,9.941936,1.056688,9.40858228729767,25.0
346,15.4,4.8,40,22.0,18,E10,,,0,0,0,0,9.5691134,1.2680256,7.546467042936673,31.16883116883117
347,17.2,3.9,35,22.0,16,E10,,,0,0,0,0,10.6875812,1.0302708,10.373565085994867,22.674418604651166
348,16.6,4.6,50,22.0,25,E10,,,0,0,0,0,10.314758600000001,1.2151912,8.488177498322898,27.710843373493972
349,18.3,4.3,46,22.0,16,SP98,37.2,SP98,0,0,0,0,11.371089300000001,1.1359396,10.010293945206243,23.49726775956284
350,16.1,4.8,36,22.0,18,SP98,,,0,1,0,0,10.004073100000001,1.2680256,7.889488272161067,29.813664596273288
351,16.0,4.1,46,22.0,17,SP98,,,0,0,0,0,9.941936,1.0831051999999999,9.179104670534313,25.624999999999996
352,16.3,4.0,35,22.0,23,SP98,,,0,0,0,0,10.1283473,1.056688,9.5849932051845,24.539877300613497
353,16.0,3.7,44,22.0,16,SP98,,,0,0,0,0,9.941936,0.9774364000000001,10.171440310592075,23.125
354,18.3,4.3,46,22.0,23,SP98,,,0,0,0,0,11.371089300000001,1.1359396,10.010293945206243,23.49726775956284
355,4.5,5.2,23,22.0,23,SP98,,,0,0,0,1,2.7961695,1.3736944000000002,2.0355105910018993,115.55555555555557
356,17.0,4.2,48,22.0,16,SP98,,,0,0,0,0,10.563307,1.1095224000000001,9.520589219289308,24.705882352941178
357,6.1,5.0,35,24.5,18,SP98,,,0,0,0,0,3.7903631,1.3208600000000001,2.8696175976257887,81.9672131147541
358,6.1,5.0,33,22.0,24,SP98,,,0,0,0,1,3.7903631,1.3208600000000001,2.8696175976257887,81.9672131147541
359,17.3,4.2,36,22.0,22,SP98,,,0,0,0,0,10.749718300000001,1.1095224000000001,9.688599617276767,24.277456647398843
360,6.0,4.8,27,22.0,17,SP98,,,0,0,0,0,3.7282260000000003,1.2680256,2.9401819647805216,80.0
361,16.0,4.1,45,22.0,15,SP98,,,0,0,0,0,9.941936,1.0831051999999999,9.179104670534313,25.624999999999996
362,15.4,4.9,55,22.0,18,SP98,,,0,0,0,0,9.5691134,1.2944428000000001,7.392457511448169,31.818181818181817
363,15.4,4.3,39,22.0,23,SP98,,,0,0,0,0,9.5691134,1.1359396,8.423963210720007,27.92207792207792
364,16.0,3.9,35,22.0,18,SP98,,,0,0,0,0,9.941936,1.0302708,9.64982798697197,24.375
365,15.4,4.5,52,22.0,26,SP98,,,0,0,0,0,9.5691134,1.188774,8.049564845799118,29.22077922077922
366,16.6,4.1,48,25.5,30,SP98,,,1,0,0,1,10.314758600000001,1.0831051999999999,9.52332109567935,24.69879518072289
367,15.4,5.0,48,25.5,31,SP98,,,1,0,0,0,9.5691134,1.3208600000000001,7.244608361219205,32.467532467532465
368,16.0,4.0,43,22.0,21,SP98,,,1,0,0,0,9.941936,1.056688,9.40858228729767,25.0
369,15.4,4.5,42,22.0,30,SP98,,,0,0,0,0,9.5691134,1.188774,8.049564845799118,29.22077922077922
370,16.0,3.6,43,22.0,19,SP98,,,0,0,0,0,9.941936,0.9510192000000001,10.453980319219632,22.5
371,20.9,4.1,33,22.0,21,SP98,,,0,0,0,0,12.986653899999999,1.0831051999999999,11.990205475885444,19.617224880382775
372,32.1,3.9,47,22.0,26,SP98,,,0,0,0,0,19.9460091,1.0302708,19.359967398862512,12.149532710280372
373,15.3,6.6,16,24.0,27,SP98,,,1,0,0,0,9.5069763,1.7435352,5.45270109832024,43.13725490196078
374,28.5,4.0,44,25.0,23,SP98,,,1,0,0,0,17.7090735,1.056688,16.759037199248972,14.035087719298245
375,11.9,3.7,33,25.0,19,SP98,,,0,0,0,0,7.3943149,0.9774364000000001,7.565008731002855,31.092436974789916
376,14.5,4.3,36,25.0,22,SP98,,,0,0,0,0,9.0098795,1.1359396,7.9316536724311755,29.655172413793103
377,16.6,4.1,49,22.0,26,SP98,,,0,0,0,1,10.314758600000001,1.0831051999999999,9.52332109567935,24.69879518072289
378,16.2,4.4,39,24.5,17,SP98,,,1,0,0,0,10.0662102,1.1623568000000002,8.660172332626264,27.160493827160497
379,16.7,3.8,44,24.5,23,SP98,,,0,0,0,1,10.3768957,1.0038536,10.33706080249152,22.75449101796407
380,8.3,5.0,52,24.5,27,SP98,,,0,0,0,0,5.1573793000000006,1.3208600000000001,3.904561649228533,60.24096385542168
381,5.5,3.7,33,24.5,28,SP98,,,0,0,0,1,3.4175405,0.9774364000000001,3.4964326067660254,67.27272727272727
382,13.6,3.7,33,24.5,28,SP98,,,0,0,0,1,8.4506456,0.9774364000000001,8.645724264003263,27.20588235294118
383,16.0,3.7,39,24.5,18,SP98,,,0,0,0,0,9.941936,0.9774364000000001,10.171440310592075,23.125
384,16.1,4.3,38,25.0,31,SP98,,,1,0,0,0,10.004073100000001,1.1359396,8.806870629389099,26.708074534161486
385,16.0,3.8,45,25.0,19,SP98,,,0,0,0,0,9.941936,1.0038536,9.90377082873439,23.75
386,15.4,4.6,42,25.0,31,SP98,,,1,0,0,0,9.5691134,1.2151912,7.87457430567305,29.87012987012987
387,14.7,5.0,25,25.0,30,SP98,,,1,0,0,0,9.134153699999999,1.3208600000000001,6.915307981163785,34.01360544217687
